BotName Bulent
Time LocX LocY LocZ Health Shoot AltSh EnVis Jump Crouch RotPitch RotYaw Weapon ELocX ELocY ELocZ HVic WVic HTaken WTaken EName
1283615 2369.52 -2488.4 -366.05 100 0 0 0 0 0 64527 65142 AssaultRifle -331.4 -35.17 -590.1 1 0 0 0 Gorge
HEALTH_PICKED at 1283708 2448.0 -2486.0 -392.0
1283866 2488.94 -2493.98 -366.05 105 0 0 0 0 0 64527 65008 AssaultRifle -331.4 -35.17 -590.1 1 0 1 0 Gorge
1284106 2613.64 -2500.28 -366.05 105 0 0 0 0 0 64527 65008 AssaultRifle -331.4 -35.17 -590.1 1 0 0 0 Gorge
HEALTH_PICKED at 1284302 2730.0 -2486.0 -392.0
1284353 2733.04 -2506.33 -366.05 110 0 0 0 0 0 64527 65008 AssaultRifle -331.4 -35.17 -590.1 1 0 1 0 Gorge
1284600 2850.02 -2512.2 -366.05 110 0 0 0 0 0 64527 65298 AssaultRifle -331.4 -35.17 -590.1 0 0 0 0 Gorge
1284849 2967.5 -2509.33 -366.05 110 0 0 0 0 0 64270 1384 AssaultRifle -331.4 -35.17 -590.1 0 0 0 0 Gorge
1285097 3084.11 -2494.0 -366.05 110 0 0 0 0 0 64270 1510 AssaultRifle -331.4 -35.17 -590.1 0 0 0 0 Gorge
1285349 3205.02 -2458.51 -366.05 110 0 0 0 0 0 63499 8230 AssaultRifle -331.4 -35.17 -590.1 0 0 0 0 Gorge
1285595 3272.09 -2363.52 -366.05 110 0 0 0 0 0 63499 14204 AssaultRifle -331.4 -35.17 -590.1 1 0 0 0 Gorge
1285847 3300.9 -2245.53 -366.05 110 0 0 0 0 0 63756 13776 AssaultRifle -331.4 -35.17 -590.1 1 0 0 0 Gorge
1286088 3339.09 -2129.37 -366.05 110 0 0 0 0 0 63756 12266 AssaultRifle -331.4 -35.17 -590.1 1 0 0 0 Gorge
1286341 3382.19 -2025.15 -366.05 110 0 0 0 0 0 63756 12266 AssaultRifle -331.4 -35.17 -590.1 1 0 0 0 Gorge
1286584 3427.76 -1915.68 -366.05 110 0 0 0 0 0 63756 12420 AssaultRifle -331.4 -35.17 -590.1 1 0 0 0 Gorge
1286833 3475.19 -1797.03 -366.05 110 0 0 0 0 0 63756 12458 AssaultRifle -331.4 -35.17 -590.1 1 0 0 0 Gorge
HEALTH_PICKED at 1287081 3500.0 -1646.0 -392.0
1287084 3519.49 -1684.96 -366.05 115 0 0 0 0 0 63756 12678 AssaultRifle -331.4 -35.17 -590.1 1 0 1 0 Gorge
1287333 3549.29 -1569.09 -366.05 115 0 0 0 0 0 63499 16204 AssaultRifle -331.4 -35.17 -590.1 1 0 0 0 Gorge
1287583 3535.67 -1452.21 -366.05 115 0 0 0 0 0 63242 20146 AssaultRifle -331.4 -35.17 -590.1 1 0 0 0 Gorge
HEALTH_PICKED at 1287633 3490.0 -1418.0 -392.0
1287831 3494.79 -1338.85 -366.05 120 0 0 0 0 0 63242 20146 AssaultRifle -331.4 -35.17 -590.1 1 0 1 0 Gorge
1288081 3452.32 -1226.07 -366.05 120 0 0 0 0 0 63242 20146 AssaultRifle -331.4 -35.17 -590.1 0 0 0 0 Gorge
1288286 3427.96 -1137.2 -366.05 120 0 0 0 0 0 63499 16344 AssaultRifle -331.4 -35.17 -590.1 0 0 0 0 Gorge
1288531 3433.79 -1008.88 -366.05 120 0 0 0 0 0 63756 14342 AssaultRifle -331.4 -35.17 -590.1 0 1 0 0 Gorge
1288780 3456.27 -889.01 -366.05 120 0 0 0 0 0 63756 14342 AssaultRifle -331.4 -35.17 -590.1 0 0 0 0 Gorge
1289031 3478.77 -775.54 -366.05 120 0 0 0 0 0 63756 14342 AssaultRifle -331.4 -35.17 -590.1 0 0 0 0 Gorge
1289280 3489.81 -652.46 -366.05 120 0 0 0 0 0 63756 16834 AssaultRifle -331.4 -35.17 -590.1 0 0 0 0 Gorge
1289491 3486.26 -553.31 -366.05 120 0 0 0 0 0 63756 16834 AssaultRifle -331.4 -35.17 -590.1 0 0 0 0 Gorge
1289738 3467.17 -430.74 -366.05 120 0 0 0 0 0 63242 20002 AssaultRifle -331.4 -35.17 -590.1 0 0 0 0 Gorge
1289984 3423.95 -320.4 -366.05 120 0 0 0 0 0 63242 20354 AssaultRifle -331.4 -35.17 -590.1 0 0 0 0 Gorge
1290230 3401.95 -206.45 -366.05 120 0 0 0 0 0 63499 15480 AssaultRifle -331.4 -35.17 -590.1 0 0 0 0 Gorge
1290480 3420.47 -85.3 -366.05 120 0 0 0 0 0 63756 12684 AssaultRifle -331.4 -35.17 -590.1 1 0 0 0 Gorge
1290727 3468.12 25.67 -366.05 120 0 0 0 0 0 63756 10360 AssaultRifle -331.4 -35.17 -590.1 0 0 0 0 Gorge
1290973 3539.85 120.27 -366.05 120 0 0 0 0 0 63756 6938 AssaultRifle -331.4 -35.17 -590.1 0 0 0 0 Gorge
1291219 3644.6 166.23 -366.05 120 0 0 0 0 0 63756 62864 AssaultRifle -331.4 -35.17 -590.1 0 0 0 0 Gorge
1291471 3756.62 134.07 -366.05 120 0 0 0 0 0 63756 61446 AssaultRifle -331.4 -35.17 -590.1 0 0 0 0 Gorge
1291721 3869.02 100.67 -366.05 120 0 0 0 0 0 64270 64358 AssaultRifle -331.4 -35.17 -590.1 0 1 0 0 Gorge
1291967 3987.14 93.38 -366.05 120 0 0 0 0 0 64270 1810 AssaultRifle -331.4 -35.17 -590.1 0 1 0 0 Gorge
1292212 4098.72 131.72 -366.05 120 0 0 0 0 0 64270 8886 AssaultRifle -331.4 -35.17 -590.1 0 1 0 0 Gorge
1292460 4176.12 234.94 -366.05 120 0 0 0 0 0 64784 10774 AssaultRifle -331.4 -35.17 -590.1 0 1 0 0 Gorge
1292708 4235.78 335.72 -366.05 120 0 0 0 0 0 64527 11972 AssaultRifle -331.4 -35.17 -590.1 0 1 0 0 Gorge
1292954 4262.85 448.81 -366.05 120 0 0 0 0 0 63756 21338 AssaultRifle -331.4 -35.17 -590.1 0 1 0 0 Gorge
1293205 4176.91 485.58 -366.05 120 0 0 0 0 0 64270 42252 AssaultRifle -331.4 -35.17 -590.1 0 0 0 0 Gorge
1293458 4116.86 383.15 -366.05 120 0 0 0 0 0 20 47946 AssaultRifle -331.4 -35.17 -590.1 0 0 0 0 Gorge
1293700 4126.83 266.7 -366.05 120 0 0 0 0 0 65041 52578 AssaultRifle -331.4 -35.17 -590.1 0 0 0 0 Gorge
1293952 4160.15 152.11 -366.05 120 0 0 0 0 0 64013 47820 AssaultRifle -331.4 -35.17 -590.1 1 0 0 0 Gorge
1294194 4093.49 69.15 -366.05 120 0 0 0 0 0 64527 32636 AssaultRifle -331.4 -35.17 -590.1 1 0 0 0 Gorge
1294443 3976.49 73.76 -366.05 120 0 0 1 0 0 64784 30856 AssaultRifle 3239.11 45.12 -430.1 0 0 0 0 Abaddon
1294692 3850.81 89.51 -366.05 120 0 0 1 0 0 64527 32836 AssaultRifle 3172.7 6.49 -462.1 0 0 0 0 Abaddon
1294938 3736.73 85.58 -366.05 120 0 0 1 0 0 64270 34556 AssaultRifle 3105.99 -32.22 -462.1 0 0 0 0 Abaddon
1295191 3614.01 65.3 -366.05 120 0 0 1 0 0 64270 34666 AssaultRifle 3047.28 -66.3 -462.1 0 0 0 0 Abaddon
1295391 3526.41 49.28 -366.05 120 0 0 1 0 0 63242 34666 AssaultRifle 3043.77 -68.34 -477.1 0 0 0 0 Abaddon
1295643 3400.32 25.78 -366.05 120 1 0 1 0 0 61956 34806 AssaultRifle 3043.77 -68.34 -477.1 0 0 0 0 Abaddon
1295889 3277.82 -0.71 -398.1 120 1 0 1 0 0 61185 35354 AssaultRifle 3043.77 -68.34 -477.1 0 0 0 0 Abaddon
1296136 3259.79 -5.07 -414.1 120 1 0 1 0 0 61185 35392 AssaultRifle 3043.77 -68.34 -477.1 0 0 0 0 Abaddon
1296399 3259.79 -5.07 -414.15 50 1 0 1 0 0 61699 35714 AssaultRifle 3043.77 -68.34 -477.1 0 0 0 0 Abaddon
1296634 3259.79 -5.07 -414.15 50 1 0 1 0 0 61956 35676 AssaultRifle 3044.06 -65.97 -462.1 0 0 0 0 Abaddon
1296881 3259.79 -5.07 -414.15 50 1 0 1 0 0 62471 27826 AssaultRifle 3049.99 21.56 -462.1 0 0 0 0 Abaddon
1297130 3259.79 -5.07 -414.15 50 1 0 1 0 0 62985 26046 AssaultRifle 3022.14 125.88 -462.1 1 0 0 0 Abaddon
BOT_KILLED at 1297281
1298361 -620.49 1201.54 -270.15 100 0 0 0 0 0 0 62464 AssaultRifle 2991.07 228.89 -462.1 0 0 0 0 Abaddon
1298611 -535.74 1175.84 -270.15 100 0 0 1 0 0 0 62464 AssaultRifle 2577.9 1073.92 -270.1 0 0 0 0 Rylisa
1298861 -412.43 1153.14 -270.15 100 0 0 1 0 0 20 1772 AssaultRifle 2657.01 1139.7 -270.1 0 0 0 0 Rylisa
1299070 -321.81 1165.56 -270.15 100 0 0 1 0 0 514 1222 AssaultRifle 2765.84 1141.55 -270.1 0 0 0 0 Rylisa
1299318 -197.52 1158.75 -270.15 100 0 0 1 0 0 771 63068 AssaultRifle 2854.19 1145.34 -270.1 0 0 0 0 Rylisa
1299568 -84.89 1132.38 -270.15 100 0 0 1 0 0 771 63068 AssaultRifle 2964.71 1150.41 -270.1 0 0 0 0 Rylisa
1299812 28.52 1105.1 -235.47 100 0 0 0 0 0 771 63226 AssaultRifle 2964.71 1150.41 -270.1 0 0 0 0 Rylisa
1300062 156.68 1079.65 -147.81 100 0 0 0 0 0 771 64134 AssaultRifle 2964.71 1150.41 -270.1 0 0 0 0 Rylisa
1300309 280.4 1067.54 -66.76 100 0 0 0 0 0 771 65222 AssaultRifle 2964.71 1150.41 -270.1 0 0 0 0 Rylisa
1300556 391.66 1064.09 12.91 100 0 0 0 0 0 771 65420 AssaultRifle 2964.71 1150.41 -270.1 1 1 0 0 Rylisa
1300804 508.41 1071.78 64.3 100 0 0 0 0 0 771 1302 AssaultRifle 2964.71 1150.41 -270.1 1 1 0 0 Rylisa
1301052 634.57 1088.53 49.9 100 0 0 0 0 0 0 3630 AssaultRifle 2964.71 1150.41 -270.1 1 1 0 0 Rylisa
1301302 723.31 1162.15 49.9 100 0 0 0 0 0 64013 14024 AssaultRifle 2964.71 1150.41 -270.1 1 0 0 0 Rylisa
1301553 770.1 1271.94 49.9 100 0 0 0 0 0 64784 3972 AssaultRifle 2964.71 1150.41 -270.1 1 1 0 0 Rylisa
1301801 888.55 1289.52 49.9 100 0 0 0 0 0 65298 62902 AssaultRifle 2964.71 1150.41 -270.1 1 0 0 0 Rylisa
1302049 1002.97 1267.07 52.05 100 0 0 0 0 0 63499 64236 AssaultRifle 2964.71 1150.41 -270.1 0 0 0 0 Rylisa
1302297 1119.91 1251.22 26.11 100 0 0 0 0 0 62213 63472 AssaultRifle 2964.71 1150.41 -270.1 0 0 0 0 Rylisa
1302544 1245.45 1230.19 -70.27 100 0 0 0 0 0 62985 61558 AssaultRifle 2964.71 1150.41 -270.1 0 0 0 0 Rylisa
1302790 1366.51 1201.61 -238.29 100 0 0 1 0 0 65041 63530 AssaultRifle 4128.06 1112.96 -324.01 0 0 0 0 Rylisa
1303036 1477.79 1178.68 -270.15 100 0 0 1 0 0 65298 63674 AssaultRifle 4195.06 1043.56 -323.31 0 0 0 0 Rylisa
1303283 1595.89 1157.24 -270.15 100 0 0 0 0 0 65298 63674 AssaultRifle 4195.06 1043.56 -323.31 0 0 0 0 Rylisa
1303531 1710.12 1139.04 -270.15 100 0 0 0 0 0 65298 64076 AssaultRifle 4195.06 1043.56 -323.31 0 0 0 0 Rylisa
1303778 1832.72 1125.26 -270.15 100 0 0 0 0 0 65298 65190 AssaultRifle 4195.06 1043.56 -323.31 0 0 0 0 Rylisa
1304030 1954.12 1120.76 -270.15 100 0 0 0 0 0 65298 65266 AssaultRifle 4195.06 1043.56 -323.31 0 0 0 0 Rylisa
1304274 2074.11 1117.59 -270.15 100 0 0 1 0 0 65298 65266 AssaultRifle 4109.11 991.87 -326.1 0 0 0 0 Rylisa
1304526 2200.38 1114.3 -270.15 100 0 0 1 0 0 20 65304 AssaultRifle 4101.6 1100.05 -324.16 0 0 0 0 Rylisa
1304734 2293.31 1113.16 -270.15 100 0 0 1 0 0 20 312 AssaultRifle 4036.3 1183.95 -324.96 0 0 0 0 Rylisa
1304937 2395.69 1119.46 -270.15 100 0 0 1 0 0 65041 1050 AssaultRifle 3970.34 1242.81 -319.49 0 0 0 0 Rylisa
1305183 2514.18 1131.18 -270.15 100 0 0 1 0 0 65041 1050 AssaultRifle 3896.17 1297.76 -297.86 0 0 0 0 Rylisa
1305432 2631.68 1143.02 -270.15 100 0 0 1 0 0 65041 1050 AssaultRifle 3799.31 1278.16 -269.89 0 0 0 0 Rylisa
1305651 2739.7 1152.05 -270.15 100 0 0 1 0 0 64784 204 AssaultRifle 3705.73 1224.18 -270.1 0 0 0 0 Rylisa
1305896 2853.91 1152.5 -270.15 100 1 0 1 0 0 64784 65382 AssaultRifle 3619.34 1186.3 -270.1 0 0 0 0 Rylisa
1306144 2976.3 1149.21 -270.15 100 1 0 1 0 0 64784 64854 AssaultRifle 3515.74 1156.15 -270.1 0 0 0 0 Rylisa
1306391 3009.52 1147.35 -270.15 100 1 0 1 0 0 64527 65238 AssaultRifle 3408.79 1147.03 -270.1 0 0 0 0 Rylisa
1306644 2985.93 1161.36 -260.97 65 1 0 1 0 0 64527 65276 AssaultRifle 3393.19 1147.77 -270.1 0 0 0 0 Rylisa
1306887 2913.42 1204.44 -270.39 65 1 0 1 0 0 64527 65276 AssaultRifle 3393.19 1147.77 -270.1 0 0 0 0 Rylisa
1307135 2941.61 1203.05 -270.39 65 1 0 1 0 0 65041 63550 AssaultRifle 3393.19 1147.77 -270.1 0 0 0 0 Rylisa
1307385 3051.3 1185.34 -270.39 65 1 0 1 0 0 64784 64520 AssaultRifle 3398.54 1144.64 -270.1 0 0 0 0 Rylisa
1307632 3173.27 1170.21 -270.39 65 1 0 1 0 0 64527 63104 AssaultRifle 3462.48 1107.32 -270.1 0 0 0 0 Rylisa
1307881 3297.25 1139.41 -270.39 65 1 0 1 0 0 64527 62176 AssaultRifle 3528.56 1068.75 -270.1 0 0 0 0 Rylisa
1308125 3378.08 1106.2 -261.37 32 1 0 1 0 0 64527 61100 AssaultRifle 3594.9 1030.02 -270.1 0 0 0 0 Rylisa
1308373 3449.2 1067.01 -270.15 32 1 0 1 0 0 64270 63368 AssaultRifle 3604.04 1024.68 -270.1 0 0 0 0 Rylisa
1308619 3501.0 1053.56 -270.15 32 1 0 1 0 0 64013 63222 AssaultRifle 3604.04 1024.68 -270.1 0 0 0 0 Rylisa
1308867 3560.45 1045.92 -270.1 32 1 0 1 0 0 63242 62894 AssaultRifle 3604.04 1024.68 -270.1 0 0 0 0 Rylisa
1309115 3658.55 1021.49 -270.1 32 1 0 0 0 0 61185 62178 AssaultRifle 3604.04 1024.68 -270.1 0 0 0 0 Rylisa
1309364 3689.33 1012.07 -270.1 32 1 0 0 0 0 59900 57114 AssaultRifle 3604.04 1024.68 -270.1 0 0 0 0 Rylisa
1309610 3689.33 1012.07 -270.1 32 1 0 0 0 0 61699 31314 AssaultRifle 3604.04 1024.68 -270.1 0 0 0 0 Rylisa
1309861 3689.33 1012.07 -270.1 32 1 0 0 0 0 61699 33008 AssaultRifle 3604.04 1024.68 -270.1 0 1 0 0 Rylisa
1310106 3674.95 1018.28 -270.1 32 1 0 0 0 0 61185 28082 AssaultRifle 3604.04 1024.68 -270.1 0 1 0 0 Rylisa
1310353 3582.84 1065.16 -270.1 32 0 0 0 0 0 62728 27828 AssaultRifle 3604.04 1024.68 -270.1 0 1 0 0 Rylisa
1310611 3464.48 1112.61 -270.1 32 0 0 0 0 0 63499 30328 AssaultRifle 3604.04 1024.68 -270.1 0 1 0 0 Rylisa
WEAPON_PICKED at 1310760 3356.37 1127.04 -288.17
1310863 3343.09 1133.23 -270.1 32 0 0 0 0 0 63756 32752 AssaultRifle 3604.04 1024.68 -270.1 0 1 0 1 Rylisa
1311109 3222.11 1135.33 -270.1 32 0 0 0 0 0 64270 32672 BioRifle 3604.04 1024.68 -270.1 0 0 0 0 Rylisa
1311356 3103.54 1136.45 -270.1 32 0 0 0 0 0 64270 32672 BioRifle 3604.04 1024.68 -270.1 0 0 0 0 Rylisa
1311607 2979.15 1137.52 -270.1 32 0 0 0 0 0 64527 32748 BioRifle 3604.04 1024.68 -270.1 0 0 0 0 Rylisa
1311858 2861.7 1132.24 -270.1 32 0 0 0 0 0 64784 33626 BioRifle 3604.04 1024.68 -270.1 0 0 0 0 Rylisa
1312101 2742.06 1122.54 -270.1 32 0 0 0 0 0 64784 33626 BioRifle 3604.04 1024.68 -270.1 0 0 0 0 Rylisa
1312349 2625.16 1115.33 -270.1 32 0 0 0 0 0 64527 33336 BioRifle 3604.04 1024.68 -270.1 0 0 0 0 Rylisa
1312599 2504.47 1106.83 -270.1 32 0 0 0 0 0 64527 33876 BioRifle 3604.04 1024.68 -270.1 0 0 0 0 Rylisa
1312801 2419.78 1070.87 -270.1 32 0 0 0 0 0 514 46278 BioRifle 3604.04 1024.68 -270.1 0 0 0 0 Rylisa
1313050 2379.02 953.37 -270.1 32 0 0 0 0 0 1028 46684 BioRifle 3604.04 1024.68 -270.1 0 0 0 0 Rylisa
1313301 2350.88 837.68 -258.28 32 0 0 0 0 0 1028 46684 BioRifle 3604.04 1024.68 -270.1 0 0 0 0 Rylisa
1313546 2332.91 720.59 -207.65 32 0 0 0 0 0 771 48166 BioRifle 3604.04 1024.68 -270.1 0 0 0 0 Rylisa
1313750 2323.78 619.84 -164.08 32 0 0 0 0 0 257 48514 BioRifle 3604.04 1024.68 -270.1 0 0 0 0 Rylisa
1313998 2324.13 499.03 -142.1 32 0 0 0 0 0 64784 50660 BioRifle 3604.04 1024.68 -270.1 0 0 0 0 Rylisa
1314220 2337.94 397.36 -142.1 32 0 0 0 0 0 64784 50698 BioRifle 3604.04 1024.68 -270.1 1 0 0 0 Rylisa
1314460 2354.84 278.54 -142.1 32 0 0 1 0 0 64270 49678 BioRifle 2711.69 -1673.53 -462.15 1 1 0 0 Gorge
1314709 2348.54 159.05 -142.1 32 0 0 1 0 0 64784 47058 BioRifle 2656.91 -1591.37 -462.15 1 1 0 0 Gorge
1314956 2326.18 44.09 -142.1 32 0 0 0 0 0 64784 47058 BioRifle 2656.91 -1591.37 -462.15 1 0 0 0 Gorge
1315205 2303.1 -70.74 -142.1 32 0 0 0 0 0 64784 47172 BioRifle 2656.91 -1591.37 -462.15 1 0 0 0 Gorge
1315455 2280.41 -186.14 -136.36 32 0 0 0 0 0 65041 46922 BioRifle 2656.91 -1591.37 -462.15 1 0 0 0 Gorge
1315668 2260.5 -279.88 -108.23 32 0 0 0 0 0 257 47194 BioRifle 2656.91 -1591.37 -462.15 1 0 0 0 Gorge
HEALTH_PICKED at 1315715 2240.0 -332.0 -113.8
1315915 2238.72 -415.08 -67.68 37 0 0 0 0 0 771 47944 BioRifle 2656.91 -1591.37 -462.15 1 0 1 0 Gorge
HEALTH_PICKED at 1316110 2240.0 -546.0 -49.6
1316170 2225.96 -532.97 -32.31 42 0 0 0 0 0 771 48570 BioRifle 2656.91 -1591.37 -462.15 1 0 1 0 Gorge
1316407 2224.25 -652.42 3.53 42 0 0 0 0 0 0 49706 BioRifle 2656.91 -1591.37 -462.15 1 0 0 0 Gorge
HEALTH_PICKED at 1316454 2236.0 -718.0 -4.0
1316653 2233.88 -769.11 38.53 47 0 0 0 0 0 65041 50914 BioRifle 2656.91 -1591.37 -462.15 1 0 1 0 Gorge
1316903 2264.15 -880.89 49.9 47 0 0 0 0 0 64013 53218 BioRifle 2656.91 -1591.37 -462.15 0 0 0 0 Gorge
1317152 2334.85 -966.29 49.9 47 0 0 0 0 0 61442 6784 BioRifle 2656.91 -1591.37 -462.15 0 0 0 0 Gorge
1317394 2398.55 -869.14 49.9 47 0 0 1 0 0 62213 15740 BioRifle 2977.35 -72.71 -462.15 0 1 0 0 Rylisa
1317643 2405.44 -756.68 34.8 47 0 0 1 0 0 61956 17914 BioRifle 2919.02 -162.6 -462.15 0 1 0 0 Rylisa
1317891 2412.11 -640.42 -0.07 47 0 0 0 0 0 59900 8742 BioRifle 2919.02 -162.6 -462.15 0 0 0 0 Rylisa
1318137 2511.97 -562.25 -22.56 47 0 0 1 0 0 57586 3368 BioRifle 2801.58 -343.95 -462.15 0 1 0 0 Rylisa
1318385 2620.17 -504.72 -94.54 47 1 0 1 0 0 56301 5594 BioRifle 2858.85 -374.69 -462.15 0 1 0 0 Rylisa
1318633 2727.88 -447.12 -236.37 47 1 0 1 0 0 57329 3916 BioRifle 2966.47 -388.15 -462.15 0 0 0 0 Rylisa
1318884 2829.9 -392.54 -435.4 47 1 0 1 0 0 58357 1362 BioRifle 2982.03 -389.89 -477.15 0 0 0 0 Rylisa
1319134 2861.69 -379.45 -455.31 17 1 0 1 0 0 62213 62382 BioRifle 2982.03 -389.89 -477.15 0 0 0 0 Rylisa
BOT_KILLED at 1319238
1320328 4240.0 -1552.0 49.85 100 0 0 0 0 0 0 32768 AssaultRifle 2982.03 -389.89 -477.15 0 0 0 0 Rylisa
1320579 4240.0 -1552.0 49.85 100 0 0 0 0 0 0 32768 AssaultRifle 2982.03 -389.89 -477.15 0 0 0 0 Rylisa
1320824 4226.91 -1552.01 49.85 100 0 0 0 0 0 20 33130 AssaultRifle 2982.03 -389.89 -477.15 0 0 0 0 Rylisa
1321072 4115.08 -1564.37 49.85 100 0 0 0 0 0 20 34152 AssaultRifle 2982.03 -389.89 -477.15 0 0 0 0 Rylisa
1321320 4002.62 -1577.65 49.85 100 0 0 0 0 0 0 32970 AssaultRifle 2982.03 -389.89 -477.15 0 0 0 0 Rylisa
1321566 3879.37 -1587.42 49.85 100 0 0 0 0 0 64013 35848 AssaultRifle 2982.03 -389.89 -477.15 0 0 0 0 Rylisa
1321814 3766.03 -1624.81 49.85 100 0 0 0 0 0 63242 37764 AssaultRifle 2982.03 -389.89 -477.15 0 0 0 0 Rylisa
1322063 3658.78 -1679.77 49.85 100 0 0 0 0 0 63242 37878 AssaultRifle 2982.03 -389.89 -477.15 0 0 0 0 Rylisa
1322309 3559.18 -1740.17 49.85 100 0 0 0 0 0 62471 40040 AssaultRifle 2982.03 -389.89 -477.15 0 0 0 0 Rylisa
1322559 3468.54 -1821.59 49.78 100 0 0 0 0 0 60671 43032 AssaultRifle 2982.03 -389.89 -477.15 0 0 0 0 Rylisa
1322810 3390.63 -1920.24 9.18 100 0 0 0 0 0 57072 48550 AssaultRifle 2982.03 -389.89 -477.15 0 0 0 0 Rylisa
1323055 3334.53 -2028.92 -102.0 100 0 0 0 0 0 59900 45628 AssaultRifle 2982.03 -389.89 -477.15 1 0 0 0 Rylisa
1323304 3282.79 -2137.71 -280.38 100 0 0 0 0 0 62985 41130 AssaultRifle 2982.03 -389.89 -477.15 1 0 0 0 Rylisa
1323550 3214.42 -2234.08 -366.15 100 0 0 0 0 0 62728 41614 AssaultRifle 2982.03 -389.89 -477.15 1 0 0 0 Rylisa
1323804 3123.54 -2315.12 -366.15 100 0 0 0 0 0 63756 37150 AssaultRifle 2982.03 -389.89 -477.15 1 0 0 0 Rylisa
1324044 3012.34 -2362.4 -366.15 100 0 0 0 0 0 63756 36072 AssaultRifle 2982.03 -389.89 -477.15 1 0 0 0 Rylisa
1324292 2901.2 -2399.35 -366.15 100 0 0 0 0 0 63756 36072 AssaultRifle 2982.03 -389.89 -477.15 1 0 0 0 Rylisa
1324542 2787.52 -2436.32 -366.15 100 0 0 0 0 0 64013 35958 AssaultRifle 2982.03 -389.89 -477.15 1 0 0 0 Rylisa
HEALTH_PICKED at 1324635 2730.0 -2486.0 -392.0
1324802 2673.35 -2470.04 -366.15 105 0 0 0 0 0 64270 34540 AssaultRifle 2982.03 -389.89 -477.15 1 0 1 0 Rylisa
1325049 2543.25 -2485.46 -366.15 105 0 0 1 0 0 64784 32938 AssaultRifle -364.82 -1749.96 -142.15 1 0 0 0 Abaddon
HEALTH_PICKED at 1325143 2448.0 -2486.0 -392.0
1325293 2424.21 -2486.3 -366.15 110 0 0 0 0 0 65041 32612 AssaultRifle -364.82 -1749.96 -142.15 1 0 1 0 Abaddon
1325541 2305.64 -2484.62 -366.15 110 0 0 0 0 0 65041 32612 AssaultRifle -364.82 -1749.96 -142.15 1 0 0 0 Abaddon
HEALTH_PICKED at 1325639 2226.0 -2484.0 -392.0
1325804 2186.41 -2477.39 -370.39 115 0 0 0 0 0 65041 30322 AssaultRifle -364.82 -1749.96 -142.15 1 0 1 0 Abaddon
1326046 2070.53 -2443.21 -387.77 115 0 0 0 0 0 65041 29072 AssaultRifle -364.82 -1749.96 -142.15 0 0 0 0 Abaddon
1326291 1958.32 -2401.96 -404.6 115 0 0 0 0 0 65041 28996 AssaultRifle -364.82 -1749.96 -142.15 0 0 0 0 Abaddon
1326541 1845.08 -2353.05 -414.1 115 0 0 0 0 0 65041 27820 AssaultRifle -364.82 -1749.96 -142.15 0 0 0 0 Abaddon
1326791 1742.19 -2295.22 -414.1 115 0 0 0 0 0 65298 26556 AssaultRifle -364.82 -1749.96 -142.15 0 0 0 0 Abaddon
1327042 1645.35 -2226.94 -414.1 115 0 0 0 0 0 64784 26076 AssaultRifle -364.82 -1749.96 -142.15 0 0 0 0 Abaddon
1327285 1631.61 -2216.78 -414.1 115 0 0 0 0 0 64527 25750 AssaultRifle -364.82 -1749.96 -142.15 0 0 0 0 Abaddon
1327536 1604.31 -2195.02 -420.09 115 0 0 1 0 0 64527 25750 AssaultRifle 109.23 -1524.8 -79.04 0 0 0 0 Abaddon
1327781 1511.52 -2121.05 -442.28 115 0 0 0 0 0 64527 25750 AssaultRifle 109.23 -1524.8 -79.04 0 0 0 0 Abaddon
1328028 1417.66 -2046.22 -462.1 115 0 0 0 0 0 64527 25750 AssaultRifle 109.23 -1524.8 -79.04 0 0 0 0 Abaddon
1328276 1323.39 -1970.38 -462.1 115 0 0 0 0 0 65041 25310 AssaultRifle 109.23 -1524.8 -79.04 0 0 0 0 Abaddon
1328525 1237.47 -1886.1 -462.1 115 0 0 0 0 0 20 23102 AssaultRifle 109.23 -1524.8 -79.04 0 0 0 0 Abaddon
1328770 1172.03 -1789.18 -462.1 115 0 0 0 0 0 65041 21022 AssaultRifle 109.23 -1524.8 -79.04 0 0 0 0 Abaddon
1329017 1133.23 -1675.69 -462.1 115 0 0 0 0 0 64784 18052 AssaultRifle 109.23 -1524.8 -79.04 0 0 0 0 Abaddon
1329265 1113.16 -1557.85 -462.1 115 0 0 0 0 0 64527 18090 AssaultRifle 109.23 -1524.8 -79.04 0 0 0 0 Abaddon
1329477 1094.89 -1447.06 -462.1 115 0 0 0 0 0 64527 18242 AssaultRifle 109.23 -1524.8 -79.04 0 0 0 0 Abaddon
1329726 1073.24 -1329.98 -472.61 115 0 0 0 0 0 64527 18356 AssaultRifle 109.23 -1524.8 -79.04 0 0 0 0 Abaddon
1329970 1050.09 -1212.2 -531.5 108 0 0 0 0 0 64784 18494 AssaultRifle 109.23 -1524.8 -79.04 0 0 0 0 Abaddon
1330220 1027.88 -1096.23 -589.48 108 0 0 0 0 0 0 17658 AssaultRifle 109.23 -1524.8 -79.04 0 0 0 0 Abaddon
1330463 1013.53 -979.51 -590.1 108 0 0 0 0 0 0 17496 AssaultRifle 109.23 -1524.8 -79.04 0 0 0 0 Abaddon
1330714 1003.31 -857.02 -590.1 108 0 0 0 0 0 65298 19174 AssaultRifle 109.23 -1524.8 -79.04 0 0 0 0 Abaddon
