BotName Bulent
Time LocX LocY LocZ Health DistToEnemy Shooting AltShooting EnemyVisibility Jumping Crouching
2079 1103.09 -516.53 -78.1 100 2509.29 false false true false false
2079 1103.09 -516.53 -78.1 100 2509.29 false false true false false
2129 1103.09 -516.53 -78.1 100 2509.29 false false true false false
2196 1103.09 -516.53 -78.1 100 2509.29 false false true false false
2248 1103.09 -516.53 -78.1 100 2509.29 false false false false false
2298 1103.09 -516.53 -78.1 100 2509.29 false false false false false
2352 1103.09 -516.53 -78.1 100 2509.29 false false false false false
2405 1103.09 -516.53 -78.1 100 2509.29 false false false false false
2455 1103.09 -516.53 -78.1 100 2509.29 false false false false false
2506 1103.09 -516.53 -78.1 100 2509.29 false false false false false
2557 1103.09 -516.53 -78.1 100 2509.29 false false false false false
2603 1103.09 -516.53 -78.1 100 2509.29 false false false false false
2660 1103.09 -516.53 -78.1 100 2509.29 false false false false false
2703 1103.09 -516.53 -78.1 100 2509.29 false false false false false
2753 1103.09 -516.53 -78.1 100 2509.29 false false false false false
2824 1103.09 -516.53 -78.1 100 2509.29 false false false false false
2874 1103.09 -516.53 -78.1 100 2509.29 false false false false false
2926 1103.09 -516.53 -78.1 100 2509.29 false false false false false
2977 1103.09 -516.53 -78.1 100 2509.29 false false false false false
3041 1103.09 -516.53 -78.1 100 2509.29 true false false false false
3094 1103.09 -516.53 -78.1 100 2509.29 false false false false false
3142 1103.09 -516.53 -78.1 100 2509.29 false false false false false
3195 1103.09 -516.53 -78.1 100 2509.29 false false false false false
3248 1103.09 -516.53 -78.1 100 2509.29 false false false false false
3299 1103.09 -516.53 -78.1 100 2509.29 false false false false false
3353 1103.09 -516.53 -78.1 100 2509.29 false false false false false
3401 1103.09 -516.53 -78.1 100 2509.29 false false false false false
3453 1103.09 -516.53 -78.1 100 2509.29 false false false false false
3501 1103.09 -516.53 -78.1 100 2509.29 false false false false false
3556 1103.09 -516.53 -78.1 100 2509.29 false false false false false
3602 1103.09 -516.53 -78.1 100 2509.29 false false false false false
3652 1103.09 -516.53 -78.1 100 2509.29 false false false false false
3699 1103.09 -516.53 -78.1 100 2509.29 false false false false false
3755 1103.09 -516.53 -78.1 100 2509.29 false false false false false
3812 1103.09 -516.53 -78.1 100 2509.29 false false false false false
3876 1098.5 -509.92 -78.1 100 2517.09 false false false false false
3922 1093.33 -504.33 -78.1 100 2524.66 false false false false false
3966 1078.33 -490.98 -78.1 100 2544.74 false false false false false
4023 1061.65 -478.06 -78.1 100 2565.8 false false false false false
4076 1040.68 -464.14 -78.1 100 2590.76 false false false false false
4115 1011.88 -448.23 -78.1 100 2622.93 false false false false false
4164 996.6 -440.91 -78.1 100 2639.28 false false false false false
4216 970.11 -429.0 -78.1 100 2667.12 false false false false false
4277 952.69 -421.76 -78.1 100 2685.07 false false false false false
4328 931.4 -413.73 -78.1 100 2706.48 false false false false false
4380 918.19 -408.99 -78.1 100 2719.62 false false false false false
4435 920.43 -370.33 -78.1 100 2743.06 false false false false false
4483 929.41 -331.69 -78.1 100 2761.78 false false false false false
4535 935.52 -313.32 -78.1 100 2769.47 false false false false false
4586 945.37 -289.63 -78.1 100 2778.1 false false false false false
4644 956.0 -266.82 -78.1 100 2785.77 false false false false false
4683 956.0 -266.82 -78.1 100 2785.77 false false false false false
4733 978.4 -228.34 -78.1 100 2795.94 false false false false false
4782 990.96 -209.37 -78.1 100 2800.12 false false false false false
4836 1006.17 -198.2 -78.1 100 2797.11 false false false false false
4887 1023.22 -174.68 -78.1 100 2801.68 false false false false false
4938 1032.45 -149.2 -78.1 100 2813.4 false false false false false
4981 1038.16 -121.73 -78.1 105 2829.2 false false false false false
5031 1038.16 -121.73 -78.1 105 2829.2 false false false false false
5082 1037.2 -76.25 -78.1 105 2862.89 false false false false false
5137 1035.72 -60.35 -78.1 105 2875.52 false false false false false
5187 1033.3 -41.14 -78.1 105 2891.25 false false false false false
5241 1027.59 -7.25 -78.1 105 2920.09 false false false false false
5284 1021.62 23.64 -78.1 110 2946.99 false false false false false
