BotName Jack
Time LocX LocY LocZ Health DistToEnemy Shooting AltShooting EnemyVisibility Jumping Crouching
1541 1566.76 -528.28 -78.1 115 22.74 false false true false false
1541 1566.76 -528.28 -78.1 115 22.74 false false true false false
1595 1589.56 -523.9 -78.1 115 45.83 false false true false false
1640 1612.27 -522.83 -78.1 115 68.21 false false true false false
1688 1635.47 -523.94 -78.1 115 90.94 false false false false false
1748 1658.11 -526.12 -78.1 115 113.22 false false false false false
1793 1680.7 -528.83 -79.1 115 135.57 false false false false false
1839 1703.73 -531.88 -79.1 115 158.47 false false false false false
1912 1737.71 -537.01 -79.1 115 192.41 false false false false false
1956 1760.07 -541.16 -79.1 115 214.83 false false false false false
2006 1782.73 -546.31 -79.1 115 237.65 false false false false false
2051 1804.57 -552.65 -79.1 115 259.81 false false false false false
2103 1836.99 -565.39 -79.1 115 293.18 false false false false false
2152 1857.87 -575.57 -79.1 115 315.08 false false false false false
2208 1877.82 -586.5 -79.1 115 336.35 false false false false false
2261 1897.69 -598.53 -79.1 115 357.92 false false false false false
2323 1916.59 -611.18 -79.1 115 378.85 false false false false false
2373 1944.18 -632.46 -79.1 115 410.41 false false false false false
2426 1961.68 -647.74 -79.1 115 431.15 false false false false false
2470 1978.39 -663.18 -79.1 115 451.42 false false false false false
2518 1989.55 -683.46 -79.1 115 468.13 false false false false false
2579 1995.37 -705.43 -79.1 115 480.96 false false false false false
2637 1999.52 -740.01 -79.1 115 498 false false false false false
2683 2001.17 -763.19 -79.1 115 509.42 false false false false false
2731 2002.67 -785.88 -79.1 115 521.26 false false false false false
2781 2004.27 -808.58 -79.1 115 533.89 false false false false false
2840 2006.33 -831.72 -79.1 115 547.81 false false false false false
2893 2010.74 -866.28 -79.1 115 570.82 false false false false false
2946 2014.31 -888.75 -79.1 115 586.96 false false false false false
3010 2019.37 -923.22 -79.1 115 612.22 false false false false false
3090 2021.64 -957.5 -79.1 115 636.16 false false false false false
3145 2021.84 -980.73 -79.1 115 651.94 false false false false false
3194 2021.79 -1003.96 -79.1 115 667.97 true false false false false
3242 2022.15 -1026.71 -79.1 115 684.36 true false false false false
3288 2022.88 -1049.44 -79.1 115 701.34 true false false false false
3339 2023.83 -1072.66 -79.1 115 719.15 true false false false false
3392 2024.93 -1095.86 -79.1 115 737.35 false false false false false
3439 2026.11 -1119.06 -79.1 115 755.87 false false false false false
3488 2028.45 -1152.84 -79.1 115 783.67 false false false false false
3545 2038.06 -1173.92 -79.1 115 806.21 false false false false false
3600 2051.67 -1192.74 -79.1 115 829.42 false false false false false
3647 2060.4 -1214.2 -79.1 115 851.77 false false false false false
3692 2063.81 -1237.15 -79.1 115 872.19 false false false false false
3747 2063.04 -1259.87 -79.1 115 890.11 false false false false false
3796 2066.48 -1282.31 -79.1 115 910.42 false false false false false
3856 2074.48 -1304.05 -79.1 115 932.84 true false false false false
3896 2091.09 -1320.16 -79.1 115 955.54 false false false false false
3950 2121.74 -1335.55 -79.1 115 985.82 false false false false false
3992 2143.28 -1342.84 -79.1 115 1004.42 false false false false false
4045 2165.62 -1349.2 -79.1 115 1022.92 false false false false false
4084 2187.64 -1354.92 -79.1 115 1040.92 false false false false false
4139 2210.15 -1360.66 -79.1 115 1059.42 false false false false false
4195 2232.66 -1366.43 -79.1 115 1078.13 false false false false false
4237 2255.0 -1372.79 -79.1 115 1097.35 false false false false false
4296 2276.32 -1380.72 -79.1 115 1117.24 false false false false false
4344 2297.13 -1391.02 -79.1 115 1138.68 false false false false false
4386 2316.3 -1404.1 -79.1 115 1161.18 false false false false false
4445 2333.7 -1419.49 -79.1 115 1184.24 false false false false false
4491 2349.63 -1435.73 -79.1 115 1206.97 false false false false false
4541 2379.67 -1452.15 -78.1 115 1239.28 false false false false false
4600 2402.33 -1455.89 -78.1 115 1257.38 false false false false false
4640 2425.08 -1451.37 -78.1 115 1269.74 false false false false false
4689 2446.8 -1443.17 -78.1 115 1279.05 false false false false false
4730 2467.31 -1433.33 -78.1 115 1286.7 false false false false false
4793 2487.34 -1422.54 -78.1 115 1293.71 false false false false false
4840 2507.52 -1411.04 -78.1 115 1300.71 false false false false false
4883 2527.57 -1399.3 -78.1 115 1307.84 false false false false false
